Age,Attrition,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursPerDay,IrregularDays
27,0,1,3,3298,1,27130,1.0,11,0,0.0,2,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,4.0,2.0,7.299756944444445,29
51,0,16,3,3299,3,94390,2.0,15,3,29.0,0,20,4,17,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,1.0,3.0,2.0,6.110529770276606,24
44,0,24,5,3300,1,25660,9.0,11,1,10.0,3,5,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,4.0,2.0,2.0,6.288274231678487,26
25,0,17,3,3301,1,199260,7.0,11,3,6.0,5,4,0,1,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,4,3,1.0,1.0,2.0,6.398666197843413,24
33,0,8,4,3302,3,24510,1.0,13,1,9.0,3,9,0,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,2,3,1.0,1.0,3.0,5.9922647754137115,26
35,0,6,4,3303,2,94190,1.0,24,1,6.0,5,6,1,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,4,3.0,1.0,2.0,6.915613526570049,31
36,0,10,4,3304,3,86860,1.0,13,0,18.0,2,18,4,11,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,3,2.0,4.0,2.0,9.690696818613484,27
32,0,3,4,3305,4,30380,2.0,20,0,8.0,3,5,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,2.0,4.0,2.0,7.827509220839096,20
30,0,4,5,3306,5,30580,9.0,14,1,10.0,2,5,0,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,3,3,2.0,4.0,2.0,6.400223192624939,32
53,0,6,3,3307,4,23250,7.0,18,1,35.0,1,5,0,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,4,3,1.0,4.0,3.0,10.413876518218624,14
45,0,1,5,3308,2,20880,4.0,15,3,18.0,2,5,0,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3,3,4.0,1.0,3.0,8.501261574074075,21
32,0,10,3,3309,1,30720,5.0,12,0,9.0,4,5,1,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,3,3.0,3.0,2.0,6.597560226155358,35
52,0,1,1,3310,2,50060,3.0,16,1,31.0,2,9,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,3.0,4.0,3.0,7.587263418079097,25
37,0,24,2,3311,4,42570,4.0,15,0,9.0,2,1,0,0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0,6.080773979107312,27
28,0,21,4,3312,1,25000,1.0,16,2,6.0,3,5,0,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2.0,4.0,3.0,6.343983918128655,33
22,0,2,2,3313,1,11020,6.0,19,0,4.0,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,3,4.0,4.0,1.0,6.5201775956284145,17
44,0,22,3,3314,1,104530,2.0,11,1,10.0,2,3,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,1.0,4.0,2.0,10.969163292847504,14
42,0,13,4,3315,2,22880,5.0,16,1,8.0,4,2,2,2,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,2.0,4.0,3.0,7.997912632549562,20
36,0,14,3,3316,2,39290,0.0,24,0,6.0,6,5,0,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,4,1.0,1.0,3.0,7.627617880485528,23
25,0,11,3,3317,1,23110,1.0,11,1,5.0,2,5,0,3,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,1.0,3.0,10.406759637188209,16
35,0,9,2,3318,1,31400,1.0,13,1,17.0,2,17,5,15,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,4.0,3.0,3.0,8.786719187675072,23
35,1,8,2,3319,1,36900,1.0,13,1,10.0,2,10,7,8,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,4.0,2.0,2.0,9.962005029721078,18
32,0,21,3,3320,1,44500,0.0,13,0,4.0,3,3,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,4.0,4.0,3.0,7.890476694915254,25
25,0,5,3,3321,4,27560,1.0,12,2,5.0,2,5,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,3,3.0,1.0,4.0,7.8078167641325535,33
49,0,9,3,3322,2,190330,2.0,18,1,7.0,5,4,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3,3,3.0,1.0,3.0,7.488967911877394,29
24,0,2,5,3323,2,187220,0.0,22,1,6.0,3,5,3,4,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,3,4,1.0,4.0,2.0,7.586379184861717,32
32,0,12,5,3324,1,95470,1.0,13,1,10.0,3,10,5,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,3,2.0,2.0,3.0,6.822150500910747,17
38,0,22,2,3325,1,137340,0.0,13,0,3.0,3,2,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,4,3,2.0,2.0,3.0,7.0055765639589165,23
42,0,18,1,3326,2,199990,2.0,23,1,17.0,6,5,1,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,3,4,3.0,4.0,2.0,9.61358806404658,32
31,0,16,3,3327,3,22790,3.0,12,1,8.0,3,6,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,4.0,3.0,10.097124463519313,28
29,1,3,3,3328,3,59160,6.0,12,0,5.0,2,3,0,2,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,3,3,2.0,3.0,3.0,9.3763463356974,26
53,0,9,3,3329,1,20890,5.0,16,0,28.0,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,3,1.0,4.0,3.0,6.390003591954022,29
35,0,1,3,3330,3,167920,3.0,12,1,16.0,3,13,4,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,3,4.0,2.0,3.0,7.074260828625235,25
37,0,13,4,3331,3,35640,5.0,11,0,10.0,1,5,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,3,3.0,4.0,3.0,7.3706252857796075,18
53,0,1,1,3332,1,44250,6.0,22,1,33.0,2,12,3,8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,4,4,4.0,4.0,3.0,6.700677591817759,22
43,0,1,3,3333,1,52650,4.0,11,1,12.0,4,5,2,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,2.0,7.623434012615236,32
47,0,15,4,3334,3,65530,0.0,15,0,8.0,2,7,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3,3,3.0,4.0,3.0,10.684698017519594,20
37,0,1,5,3335,2,62610,1.0,12,0,10.0,1,10,0,9,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,1.0,2.0,3.0,8.35173582295989,20
50,0,17,3,3336,1,42980,1.0,20,1,31.0,6,31,14,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3,4,1.0,1.0,3.0,6.632049768518518,21
39,0,1,3,3337,3,68040,8.0,14,1,13.0,3,5,0,4,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,2,3,4.0,4.0,3.0,6.913459595959596,30
33,0,7,3,3338,2,38150,3.0,11,1,7.0,3,4,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3,3,4.0,2.0,4.0,9.403011204481794,23
32,1,9,1,3339,1,27410,1.0,15,1,1.0,5,1,0,1,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,1.0,4.0,1.0,10.006964769647695,15
44,0,26,2,3341,2,76390,1.0,14,0,8.0,6,8,7,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,3,3,2.0,1.0,3.0,9.783470402717127,32
28,0,24,5,3342,1,23280,1.0,11,2,4.0,3,4,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,1.0,4.0,3.0,6.395218599033816,31
58,1,9,2,3343,1,21530,9.0,11,0,3.0,3,1,0,0,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,3,3,4.0,4.0,2.0,10.47176268861454,18
43,0,7,4,3344,2,48760,4.0,16,2,4.0,4,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,1.0,2.0,4.0,6.597585009578544,29
20,1,11,3,3345,2,93960,1.0,12,0,2.0,6,2,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,1,3,3.0,3.0,2.0,7.086974248927038,28
21,1,1,3,3346,2,104000,1.0,13,1,1.0,2,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,4.0,4.0,2.0,7.891711618257261,20
36,0,26,4,3347,1,84740,0.0,14,0,17.0,3,16,4,11,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,3,3,3.0,4.0,2.0,10.330182186234818,14
47,0,2,3,3348,2,99810,1.0,21,1,3.0,3,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,3,4,4.0,4.0,2.0,8.500371513488798,18
22,1,15,4,3349,1,124900,0.0,13,0,4.0,3,3,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,2.0,3.0,4.0,9.801010101010101,30
41,1,23,3,3350,2,26570,4.0,11,0,10.0,3,7,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,2.0,4.0,2.0,10.40173314339981,27
28,0,10,3,3351,3,135910,5.0,20,1,6.0,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,4,3.0,3.0,3.0,7.7038185654008435,24
39,1,10,4,3352,4,66960,7.0,11,0,8.0,3,2,2,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3,3,4.0,1.0,1.0,10.708079297245964,27
27,0,1,3,3353,1,20580,1.0,14,1,1.0,5,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,2.0,3.0,3.0,7.710114657210402,26
34,0,12,2,3354,2,88650,1.0,11,1,1.0,0,1,1,0,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3,3,2.0,2.0,3.0,7.6936575963718825,16
42,0,11,1,3355,2,59400,7.0,16,0,10.0,2,5,0,3,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,2,3,3.0,3.0,3.0,6.924135939036382,35
33,0,2,3,3356,1,59140,3.0,16,1,6.0,4,3,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,3,3.0,1.0,3.0,10.556096986817327,25
58,0,2,4,3357,1,26220,2.0,23,0,24.0,3,6,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,4,3.0,2.0,3.0,8.330816924519457,24
31,0,1,3,3358,1,121850,3.0,14,0,13.0,2,7,5,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,3,2.0,3.0,4.0,6.079077916090364,20
35,0,2,1,3359,3,106090,1.0,22,0,10.0,3,10,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3,4,4.0,4.0,1.0,10.389594374709437,22
49,0,25,2,3360,2,43450,4.0,15,0,29.0,3,26,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,3,1.0,2.0,2.0,7.004710743801653,19
48,0,1,4,3361,1,21770,4.0,18,0,13.0,4,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,3,4.0,3.0,2.0,6.721184640522876,23
31,0,1,2,3362,2,27930,1.0,16,0,9.0,4,9,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,3.0,2.0,7.05925608011445,28
36,0,2,4,3363,1,79180,2.0,12,2,8.0,3,6,0,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,2,3,2.0,4.0,3.0,6.510334541062802,31
38,0,6,3,3364,2,87890,1.0,11,3,15.0,4,15,5,11,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,3,4.0,1.0,3.0,7.084607984607985,30
32,0,18,3,3365,1,23890,6.0,12,1,5.0,4,3,0,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2,3,3.0,2.0,3.0,7.0712334247828075,18
25,1,1,2,3366,1,32120,1.0,15,1,1.0,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,3,3.0,2.0,3.0,8.867931074227755,20
40,0,1,4,3367,2,192320,2.0,14,1,11.0,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,1.0,2.0,2.0,6.112561327561327,30
26,0,11,3,3368,2,22670,1.0,19,3,7.0,2,7,0,7,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,3,3.0,1.0,3.0,7.581857142857143,16
41,0,1,4,3369,1,195170,2.0,13,0,20.0,5,18,2,17,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,1.0,3.0,10.652649219467401,19
36,0,9,3,3370,2,24360,4.0,13,0,16.0,3,11,3,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3,3.0,3.0,3.0,7.097545913682278,19
19,1,15,3,3371,2,160640,1.0,15,1,1.0,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,2.0,4.0,10.619414845173043,17
20,1,29,3,3372,3,27070,1.0,11,0,1.0,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,3,1.0,1.0,3.0,6.091235349273324,24
31,0,1,4,3373,4,190680,0.0,12,0,10.0,1,9,8,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,3,3,4.0,4.0,1.0,8.301600877192982,33
40,0,1,3,3374,1,39310,8.0,19,0,3.0,2,1,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,3,4.0,2.0,3.0,8.097030092592593,21
32,0,24,3,3375,4,37300,1.0,25,1,8.0,4,8,6,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,4,3.0,1.0,4.0,7.91362037037037,21
36,1,10,3,3376,3,22320,1.0,12,1,16.0,2,16,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,4.0,3.0,9.800581847279378,18
33,0,1,4,3377,4,44650,0.0,13,0,6.0,3,5,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,3,3,2.0,4.0,3.0,6.017222222222222,19
37,1,10,4,3378,3,30720,5.0,14,0,17.0,3,14,11,7,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,3,1.0,3.0,1.0,6.330157367668098,28
45,0,8,1,3379,2,33190,1.0,12,1,9.0,3,9,0,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,2.0,2.0,6.322636514719848,27
29,0,29,1,3380,1,192020,1.0,12,0,3.0,5,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,3,3,3.0,4.0,3.0,7.6024176954732505,18
35,0,1,3,3381,3,136750,1.0,15,3,5.0,5,5,1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2,3,3.0,3.0,3.0,6.378281174187288,32
52,0,5,4,3382,1,29110,2.0,17,2,26.0,3,9,7,8,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,3,3,4.0,4.0,2.0,6.9786098820059,35
58,1,9,2,3383,4,59570,4.0,14,1,7.0,2,1,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,4.0,3.0,3.0,7.469917874396136,31
53,0,9,3,3384,1,39200,6.0,16,1,22.0,3,17,15,2,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,3,3,3.0,3.0,4.0,6.521732026143791,23
30,0,3,4,3385,1,64340,5.0,14,1,10.0,3,8,7,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,3,3.0,3.0,4.0,8.00522126022126,30
38,0,4,3,3386,2,100480,1.0,23,1,6.0,2,5,1,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,3,4,3.0,4.0,3.0,8.0829113018598,28
35,0,1,2,3387,2,109380,6.0,14,2,12.0,2,10,0,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,4.0,4.0,3.0,7.335469995311768,24
40,1,2,4,3389,1,65450,4.0,15,0,22.0,2,1,0,0,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,3,3,2.0,2.0,2.0,9.510643518518519,21
47,0,7,4,3390,3,69310,1.0,11,0,20.0,3,19,2,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,3.0,3.0,4.0,10.079049886621315,16
36,0,28,1,3391,2,48980,4.0,13,1,12.0,3,7,0,7,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,1.0,4.0,3.0,6.825506822612087,33
31,1,28,4,3392,2,25930,0.0,21,0,4.0,2,3,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,3,4,3.0,1.0,3.0,8.19732426303855,16
33,0,15,3,3393,4,194360,1.0,19,2,10.0,4,10,6,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,3,3,4.0,3.0,3.0,7.882856461611826,28
29,1,3,5,3394,1,27230,6.0,11,1,3.0,2,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,2,3,4.0,1.0,3.0,10.325031380753138,22
33,0,2,2,3395,2,34790,3.0,12,0,5.0,3,3,0,2,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,3,3,2.0,4.0,3.0,7.481684861717613,32
45,0,26,1,3396,3,27940,3.0,19,1,8.0,2,5,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4.0,4.0,3.0,7.010718351548269,17
50,0,10,1,3397,1,52490,9.0,21,2,32.0,2,5,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,4,4.0,4.0,2.0,7.3875034578146614,20
33,0,1,3,3398,2,21760,1.0,14,1,6.0,2,6,1,2,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2,3,3.0,2.0,3.0,8.979737458977963,24
41,0,11,3,3399,1,168720,2.0,15,1,21.0,2,18,0,11,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,3,3,1.0,3.0,4.0,7.864643347050754,18
27,0,20,4,3400,2,34850,9.0,17,2,4.0,2,2,2,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,3,3,3.0,2.0,3.0,7.098894604481024,18
45,0,2,3,3401,1,66440,1.0,12,0,9.0,3,9,0,8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4,3,4.0,1.0,3.0,8.706717171717171,19
47,0,18,4,3402,2,55820,1.0,16,0,9.0,3,9,0,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,4.0,3.0,8.010337713231905,20
30,1,2,3,3403,2,40000,4.0,12,0,7.0,5,5,0,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,3,1.0,3.0,3.0,10.491258309591643,27
50,0,1,3,3404,2,134960,3.0,18,1,22.0,3,12,1,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,3,3,4.0,3.0,3.0,9.487657367668097,28
38,0,13,3,3405,1,32100,0.0,17,2,3.0,5,2,0,2,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,2,3,3.0,3.0,2.0,7.685276585598473,28
46,0,28,3,3406,3,190450,6.0,11,3,13.0,2,8,0,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0,6.9213774104683194,19
24,0,28,3,3407,1,118490,1.0,16,1,5.0,3,4,3,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,4.0,3.0,3.0,6.585990860990861,30
35,1,24,3,3408,3,20700,1.0,13,3,5.0,1,4,0,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2,3,3.0,2.0,1.0,9.321214551371455,22
31,0,5,2,3409,2,65020,1.0,12,0,4.0,3,4,0,3,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,3,3,3.0,1.0,3.0,6.309143614568926,20
18,0,5,4,3410,2,32300,1.0,12,1,0.0,3,0,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,3,3,2.0,4.0,3.0,6.325607126113455,24
54,0,23,3,3411,1,136030,8.0,13,1,22.0,2,10,0,8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3.0,3.0,3.0,6.599765051395008,34
35,0,6,4,3412,1,119960,1.0,19,2,16.0,3,16,10,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3,3,3.0,3.0,2.0,9.599074074074075,30
30,0,4,3,3413,5,56050,0.0,12,1,9.0,0,8,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2.0,1.0,2.0,10.12023422787194,25
20,1,2,2,3414,2,63970,1.0,17,1,1.0,3,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,3,4.0,1.0,3.0,8.318101053639847,29
30,1,8,4,3415,1,191440,0.0,11,0,4.0,3,3,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,2.0,2.0,3.0,7.586698542805101,17
26,0,1,3,3416,2,175840,1.0,20,0,8.0,2,8,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,4,4.0,4.0,3.0,7.900064279155187,19
22,0,8,3,3417,2,49070,1.0,21,1,4.0,2,4,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,3,4,2.0,1.0,2.0,7.311087006427916,19
48,0,2,4,3418,2,45540,2.0,11,2,19.0,3,2,2,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,3,3,1.0,3.0,3.0,8.020512117055326,18
48,0,3,3,3419,1,54150,7.0,11,1,27.0,1,15,4,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,3,3,3.0,3.0,3.0,6.495245821042281,35
41,0,2,3,3420,2,47410,6.0,16,0,8.0,3,2,2,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,3,4.0,3.0,3.0,6.910598108747045,26
39,0,2,3,3421,3,21150,1.0,18,0,21.0,3,21,11,8,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,4,3,4.0,4.0,3.0,7.142438136826783,32
27,0,3,3,3422,2,31610,0.0,13,2,4.0,0,3,2,2,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,3,3,1.0,4.0,3.0,7.3073318713450295,33
35,0,24,3,3423,5,57450,1.0,17,3,3.0,4,3,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3,3,2.0,4.0,2.0,6.875793816829383,22
42,0,23,4,3424,1,23730,6.0,14,1,21.0,3,1,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,4,3,4.0,3.0,4.0,8.011233237547891,29
50,0,27,3,3425,2,33100,4.0,22,1,8.0,3,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,4,4,1.0,4.0,3.0,6.2320892184557435,25
59,0,16,4,3426,5,186650,3.0,12,0,30.0,3,5,4,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,2,3,3.0,4.0,3.0,10.12087725546059,27
37,1,15,3,3427,2,44850,5.0,11,1,15.0,2,1,0,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,4,3,1.0,2.0,1.0,6.598324879227054,31
55,0,26,2,3428,2,27890,3.0,13,1,17.0,2,8,6,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,3,3.0,2.0,3.0,8.596978723404256,26
41,0,19,1,3429,2,58280,1.0,13,0,21.0,0,21,5,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,3,2.0,3.0,3.0,6.30266713747646,25
38,0,24,2,3430,1,23260,8.0,14,0,19.0,3,1,0,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,4,3,2.0,4.0,3.0,8.40627304964539,26
26,1,21,1,3431,1,135250,8.0,17,1,7.0,4,2,2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,3,2.0,1.0,3.0,7.708031148303115,22
52,1,5,4,3432,4,14200,1.0,13,1,33.0,2,32,6,9,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,3,1.0,4.0,3.0,6.012140661938535,26
